Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std
169,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0032_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,378,256,142,236.0,72.0,16.0,37.0,4.0,3.0,6.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9937592555325246,0.0006135652771427779,0.011930907274473008,0.06498470949478072,[35.  0.  0. ...  0.  0.  3.],17.205357,41.851395
170,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0067_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,384,252,142,236.0,72.0,16.0,37.0,6.0,3.0,6.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999777778,0.0004934760735487723,0.012199375268305938,0.06508540435876438,[31.  1.  0. ...  0.  0.  0.],17.063879,41.874275
171,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0168_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,378,252,141,239.0,74.0,16.0,20.0,6.0,2.0,5.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999966178,0.0004352897539658045,0.011809149304542394,0.06424970820445422,[26.  0.  0. ...  0.  1.  1.],17.321987,41.79628
172,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0155_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,382,252,142,239.0,73.0,16.0,23.0,5.0,2.0,5.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995772,0.0007684830878946544,0.011916419622191502,0.06498736769478058,[41.  0.  0. ...  0.  0.  1.],17.683594,41.605698
173,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0100_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,380,252,142,237.0,72.0,16.0,30.0,4.0,2.0,5.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999242604,0.0005425100381120894,0.011792138359473119,0.06455677878042172,[21.  0.  0. ...  3.  0.  0.],16.729004,42.03317
174,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0102_Cam00_Pre00_Img000_ResM016_ResImg000.png,544,704,3,63347.02,380,256,142,240.0,73.0,16.0,17.0,5.0,2.0,4.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999836735,0.0006028135538942384,0.011879798565443977,0.06514449327092578,[21.  0.  0. ...  0.  0.  0.],16.80692,41.98563
175,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0125_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,58106.85,368,258,136,240.0,73.0,16.0,8.0,4.0,2.0,3.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999431111,0.0003859057319939784,0.010545449587013598,0.06183436979669315,"[ 30.   0.   0.   0.   0.   0.   0.   3. 194.   0.   0.   0.   0.   0.
   0.  42. 152.   1.   0.   0.   0.   0.   0.  18.   1.   1.   1.   1.
   1.   0.   0.   0.  54.   0.   0.   0.   0.   0.   0.   5. 194.   6.
   0.   0.   0.   0.   0.  50. 154.   3.   0.   0.   1.   0.   0.  17.
   1.   0.   2.   1.   2.   1.   0.   0.  56.   3.   0.   0.   0.   0.
   0.   1. 194.  42.   0.   0.   0.   0.   0.   4. 160.  15.   0.   0.
   0.   0.   0.   1.   1.   0.   0.   0.   1.   2.   1.   1.  33.   3.
   0.   0.   0.   0.   0.   0. 194.  47.   0.   0.   0.   0.   0.   0.
 148.  17.   0.   0.   0.   0.   0.   0.   1.   0.   1.   1.   1.   1.
   0.   0.  27.   0.   0.   0.   0.   0.   0.   7. 197.   0.   0.   0.
   0.   0.   0.  80. 148.   0.   0.   0.   0.   0.   0.  34.   1.   0.
   0.   0.   0.   0.   0.   1.  62.   1.   0.   0.   0.   0.   0.   5.
 197.   4.   0.   0.   0.   0.   0.  53. 144.   1.   0.   0.   0.   1.
   0.  20.   0.   0.   0.   0.   0.   1.   0.   0.  62.   4.   0.   0.
   0.   0.   0.   0. 197.  34.   0.   0.   0.   0.   0.   3. 152.  12.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.   2.   1.   0.
  43.   3.   0.   0.   0.   0.   0.   0. 197.  25.   0.   0.   0.   0.
   0.   1. 135.  10.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
   0.   1.   1.   1.  49.   0.   0.   0.   0.   0.   0.   2. 196.   3.
   0.   0.   0.   0.   0.  21. 126.   1.   0.   0.   0.   0.   0.   9.
   2.   1.   0.   0.   0.   0.   0.   0.  69.   1.   0.   0.   0.   0.
   0.   4. 196.   5.   0.   0.   0.   0.   0.  28. 148.   1.   0.   0.
   0.   0.   0.   9.   1.   1.   1.   1.   0.   0.   0.   0.  64.   6.
   0.   0.   0.   0.   0.   0. 196.  57.   0.   0.   0.   0.   0.   3.
 146.  19.   0.   0.   0.   1.   0.   2.   0.   0.   0.   0.   0.   2.
   1.   0.  27.   7.   0.   0.   0.   0.   0.   0. 196.  87.   0.   0.
   0.   0.   0.   0. 151.  39.   0.   0.   0.   0.   0.   0.   1.   0.
   0.   1.   1.   1.   0.   0.  16.   0.   0.   0.   0.   0.   0.   4.
 178.   0.   0.   0.   0.   0.   0.  76. 158.   0.   0.   0.   0.   0.
   0.  43.   1.   0.   0.   1.   0.   0.   1.   1.  37.   0.   0.   0.
   0.   0.   0.   3. 178.   4.   0.   0.   0.   0.   0.  44. 169.   2.
   0.   0.   0.   0.   0.  17.   2.   0.   1.   0.   0.   0.   0.   1.
  34.   4.   0.   0.   0.   0.   0.   0. 178.  56.   0.   0.   0.   0.
   0.   3. 170.  22.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.
   0.   0.   0.   1.  13.   4.   0.   0.   0.   0.   0.   0. 178.  86.
   0.   0.   0.   0.   0.   0. 159.  58.   0.   0.   0.   0.   0.   0.
   1.   1.   1.   1.   0.   0.   0.   0.  38.   0.   0.   0.   0.   0.
   0.   2. 205.   0.   0.   0.   0.   0.   0.  37. 133.   0.   0.   0.
   1.   0.   0.  12.   0.   0.   1.   0.   1.   0.   0.   0.  59.   1.
   0.   0.   0.   0.   0.   1. 205.   3.   0.   0.   0.   0.   0.  29.
 147.   2.   0.   1.   2.   1.   1.  12.   0.   0.   1.   1.   1.   1.
   0.   0.  57.   4.   0.   0.   0.   0.   0.   0. 205.  32.   0.   0.
   0.   0.   0.   4. 146.  17.   1.   1.   3.   0.   0.   2.   0.   0.
   1.   1.   2.   0.   1.   1.  33.   4.   0.   0.   0.   0.   0.   0.
 205.  44.   0.   0.   0.   0.   0.   0. 136.  19.   0.   0.   0.   0.
   0.   0.   1.   0.   0.   1.   1.   0.   1.   2.  20.   0.   0.   0.
   0.   0.   0.   2. 184.   0.   0.   0.   0.   0.   0.  30. 174.   1.
   0.   0.   0.   0.   0.  16.   1.   2.   0.   0.   1.   0.   0.   0.
  33.   0.   0.   0.   0.   0.   0.   2. 184.   2.   0.   0.   0.   0.
   0.  27. 184.   1.   0.   0.   0.   0.   0.  16.   1.   0.   0.   0.
   1.   1.   0.   1.  36.   1.   0.   0.   0.   0.   0.   1. 184.  10.
   0.   0.   0.   0.   0.  10. 184.   3.   0.   0.   1.   1.   0.   6.
   1.   1.   0.   0.   0.   1.   1.   0.  27.   1.   0.   0.   0.   0.
   0.   1. 184.  22.   0.   0.   0.   0.   0.   7. 149.  12.   0.   0.
   1.   1.   0.   4.   1.   1.   0.   0.   1.   1.   0.   0.  29.   0.
   0.   0.   0.   0.   0.   4. 189.   0.   0.   0.   0.   0.   0.  35.
 155.   0.   0.   0.   0.   0.   0.  16.   1.   0.   1.   0.   0.   0.
   1.   1.  47.   0.   0.   0.   0.   0.   0.   3. 189.   2.   0.   0.
   0.   0.   0.  22. 177.   1.   0.   0.   0.   0.   0.  10.   1.   1.
   2.   0.   0.   1.   0.   0.  50.   1.   0.   0.   0.   0.   0.   1.
 189.  23.   0.   0.   0.   0.   0.   3. 176.   9.   0.   0.   0.   0.
   0.   2.   1.   0.   0.   0.   0.   1.   1.   0.  33.   2.   0.   0.
   0.   0.   0.   0. 189.  29.   0.   0.   0.   0.   0.   0. 152.  11.
   0.   0.   0.   0.   0.   2.   1.   0.   0.   3.   1.   0.   0.   1.]",14.352678,42.931065
176,[56 76 88 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/49.png,600,800,3,112220.74,406,286,189,26.0,73.0,169.0,12.0,11.0,34.0,3.0,3.0,6.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995868,0.000935893597102007,0.017239061135788616,0.07329221658199295,[37.  0.  0. ...  1.  0.  0.],16.49787,42.131527
177,[48 68 72 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/14.png,600,800,3,112220.74,408,292,189,27.0,75.0,174.0,16.0,13.0,44.0,4.0,4.0,7.0,[0. 0. 0. ... 0. 0. 0.],0.999999999994034,0.0004336089842520322,0.01764914692661963,0.07308689905548253,[44.  0.  0. ...  1.  0.  1.],17.223959,41.82806
178,[56 76 88 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/28.png,600,800,3,114608.34,402,284,191,26.0,74.0,170.0,13.0,11.0,36.0,4.0,3.0,6.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999933428,0.0006117291911983192,0.01815491329081692,0.07392773282202922,[23.  0.  0. ...  1.  0.  0.],16.696095,42.0583
179,[48 68 80 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/29.png,600,800,3,109858.26,402,288,187,26.0,72.0,169.0,11.0,14.0,32.0,3.0,4.0,6.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999937523,0.0008266450806964684,0.017324870474608255,0.07359364253827803,[51.  0.  0. ...  0.  0.  2.],15.642361,42.450874
180,[56 76 88 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/01.png,600,800,3,112220.74,412,284,189,27.0,74.0,172.0,16.0,13.0,36.0,4.0,4.0,6.0,[0. 0. 0. ... 0. 0. 0.],0.9998657892752679,0.0006510008067736698,0.01784836216242725,0.07325378657810712,[25.  0.  0. ...  0.  0.  0.],18.02832,41.506706
181,[56 80 88 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/15.png,600,800,3,112220.74,416,284,189,26.0,72.0,169.0,13.0,17.0,44.0,4.0,4.0,7.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999941231,0.0006689362922040303,0.017476351662002176,0.07377158376174911,[37.  0.  0. ...  0.  0.  1.],17.870312,41.570446
182,[48 76 80 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/03.png,600,800,3,113411.4,402,286,190,26.0,73.0,170.0,14.0,12.0,35.0,4.0,3.0,6.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999977003,0.0006501501278842296,0.017966231892784013,0.07376063305903076,[34.  0.  0. ...  0.  0.  1.],17.31875,41.81021
183,[48 72 80 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/17.png,600,800,3,112220.74,422,282,189,26.0,72.0,169.0,11.0,12.0,29.0,3.0,3.0,5.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999991676,0.0008302636284372033,0.017236885346461214,0.07329272831531108,"[  0.   0.   0.   0.   0.   0.   0.   0. 113.   0.   0.   0.   0.   0.
   0.  12. 194.   0.   0.   0.   0.   0.   0.  51.  47.   0.   0.   0.
   1.   1.   1.   8.   1.   0.   0.   0.   0.   0.   0.   0. 176.   2.
   0.   0.   0.   0.   0.   6. 194.   3.   0.   0.   0.   0.   0.  23.
  51.   1.   0.   1.   1.   1.   1.   3.   1.   0.   0.   0.   0.   0.
   0.   0. 186.   2.   0.   0.   0.   0.   0.   7. 194.   4.   0.   0.
   0.   0.   0.  24.  48.   1.   0.   2.   3.   1.   0.   2.   1.   0.
   0.   0.   0.   0.   0.   0. 140.  10.   0.   0.   0.   0.   0.   0.
 194.  19.   0.   0.   0.   0.   0.   2.  39.   1.   0.   0.   2.   3.
   0.   1.   1.   0.   0.   0.   0.   0.   0.   1.   3.   0.   0.   0.
   0.   4.  17.  18.   0.   0.   0.   0.   1.  36.  21.   3.   0.   0.
   0.   0.   0.   4.   0.   0.  52.   4.   0.   0.   0.   0.   0.  24.
 145.  49.  11.   8.   9.  41. 125. 145.  11.  10.  12.  48. 145. 145.
 141.  44.   0.   0.   0.   5.  41.  30.   0.   0.  44.  30.   0.   0.
   0.   0.   0.   3. 145. 145. 116.  35.   8.   6.   7.  36.  10.  49.
 117. 145. 145.  36.   7.   8.   0.   0.   0.  24.  45.   3.   0.   0.
   1.   3.   0.   0.   0.   0.   0.   0.   2.  25.   9.   1.   0.   0.
   0.   0.   0.   4.   8.   8.   2.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.
   0.   0.   0.   1.  23.  33.   0.   0.   0.   0.   0.   4.  13.   6.
   0.   0.   0.   0.   0.   0.   0.   0.  43.   4.   0.   0.   0.   0.
   1.  27. 141.  38.   9.   8.  11.  39. 141. 141.   7.   6.   8.  39.
 141. 141. 121.  41.   0.   0.   0.   4.  43.   7.   0.   0.  53.  17.
   0.   0.   0.   0.   0.   4. 141. 141. 141.  53.  12.   9.  10.  45.
   7.  31. 141. 141. 141.  39.   9.   7.   0.   0.   0.  29.  44.   2.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   9.  24.   8.
   0.   0.   0.   0.   0.   1.  29.  40.   1.   0.   0.   0.   0.   0.
   0.   4.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   0.   0.   6.  11.   4.   0.   0.   0.   0.   1.  33.
  15.   1.   0.   0.   0.   0.   0.   4.   0.   0.  46.   3.   0.   0.
   0.   0.   0.  13. 142.  35.   7.   7.   9.  50. 125. 142.   8.   6.
   7.  34. 142. 142. 134.  32.   0.   0.   0.   3.  44.  32.   0.   0.
  42.  26.   1.   0.   0.   0.   0.   4. 142. 142. 142.  40.  10.  10.
  12.  46.   9.  43. 132. 142. 142.  49.  11.   8.   0.   0.   0.  16.
  53.   5.   0.   0.   0.   3.   1.   0.   0.   0.   0.   0.   0.  39.
  30.   2.   0.   0.   0.   0.   0.   6.  21.  12.   2.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   4.   1.   0.   0.   0.   0.   1.  35.  39.   0.   0.   0.   0.
   0.   8.  29.   8.   0.   0.   0.   0.   0.   0.   0.   0.  42.   1.
   0.   0.   0.   0.   0.  30. 140.  37.   9.   7.   7.  31. 140. 140.
  12.   9.  10.  45. 140. 140. 140.  52.   0.   0.   0.   5.  50.  13.
   0.   0.  36.   4.   0.   0.   0.   0.   0.   5. 140. 140. 132.  40.
   7.   6.   8.  41.  12.  39. 140. 140. 140.  37.   9.   8.   0.   0.
   1.  27.  46.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   3.  18.   6.   0.   0.   0.   0.   0.   1.  31.  31.   0.   0.
   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.  36.   0.   0.   0.
   0.   0.   0.   3. 198.   0.   0.   0.   0.   0.   0.  42. 144.   1.
   0.   0.   1.   0.   0.  16.   3.   4.   0.   0.   0.   0.   0.   1.
  60.   0.   0.   0.   0.   0.   0.   4. 198.   3.   0.   0.   0.   0.
   0.  46. 158.   1.   0.   0.   1.   1.   0.  13.   2.   2.   0.   0.
   1.   0.   0.   2.  61.   5.   0.   0.   0.   0.   0.   1. 198.  41.
   0.   0.   0.   0.   0.   7. 148.  14.   0.   2.   1.   0.   0.   2.
   2.   2.   1.   1.   0.   0.   0.   2.  36.   4.   0.   0.   0.   0.
   0.   0. 198.  42.   0.   0.   0.   0.   0.   0. 141.  17.   0.   0.
   0.   0.   0.   1.   2.   0.   0.   0.   0.   0.   0.   3.  23.   0.
   0.   0.   0.   0.   0.   1. 199.   0.   0.   0.   0.   0.   0.  38.
 142.   0.   0.   1.   1.   0.   0.  17.   0.   0.   1.   3.   3.   1.
   0.   0.  38.   0.   0.   0.   0.   0.   0.   1. 199.   2.   0.   0.
   0.   0.   0.  19. 167.   2.   0.   3.   3.   0.   0.   6.   0.   0.
   0.   7.   4.   0.   0.   0.  35.   3.   0.   0.   0.   0.   0.   0.
 199.  25.   0.   0.   0.   0.   0.   3. 166.   9.   0.   1.   4.   1.
   0.   1.   0.   0.   0.   2.   5.   3.   1.   1.  20.   2.   0.   0.
   0.   0.   0.   0. 199.  34.   0.   0.   0.   0.   0.   0. 142.  15.
   1.   3.   2.   0.   0.   0.   0.   0.   2.   4.   2.   1.   0.   0.]",17.564732,41.72265
184,[56 76 88 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/16.png,600,800,3,112220.74,406,284,189,26.0,73.0,171.0,13.0,12.0,37.0,4.0,4.0,6.0,[0. 0. 0. ... 0. 0. 0.],0.999999999999435,0.0008571326484631405,0.017517692258423753,0.07322612032799132,"[ 29.   0.   0.   0.   0.   0.   0.   2. 199.   0.   0.   0.   0.   0.
   0.  27. 140.   4.   1.   0.   0.   0.   0.  10.   0.   1.   2.   2.
   1.   0.   0.   0.  45.   0.   0.   0.   0.   0.   0.   2. 199.   6.
   0.   0.   0.   0.   0.  22. 157.   4.   1.   0.   0.   0.   1.  15.
   0.   0.   1.   2.   3.   2.   1.   1.  41.   3.   0.   0.   0.   0.
   0.   0. 199.  46.   0.   0.   0.   0.   0.   2. 159.  20.   3.   1.
   0.   0.   0.   2.   0.   1.   3.   5.   1.   1.   0.   0.  22.   2.
   0.   0.   0.   0.   0.   0. 199.  39.   0.   0.   0.   0.   0.   0.
 152.  15.   1.   3.   0.   0.   0.   1.   0.   0.   6.   7.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   0.   0.   3.   2.   0.   0.   0.
   0.   4.  18.  25.   0.   0.   0.   0.   2.  25.  16.   3.   0.   0.
   0.   0.   1.   3.   0.   0.  56.   5.   0.   0.   0.   0.   0.  36.
 147.  43.  10.  10.  13.  50. 144. 147.   8.   7.   9.  43. 147. 147.
 127.  36.   0.   0.   0.   3.  37.  25.   0.   0.  56.  33.   0.   0.
   0.   0.   0.   4. 147. 147. 114.  51.  13.   9.  10.  41.   8.  35.
  98. 147. 147.  39.   8.   6.   0.   0.   0.  23.  38.   3.   0.   0.
   1.   2.   0.   0.   0.   0.   0.   0.   3.  17.   8.   3.   0.   0.
   0.   0.   0.   2.   7.  16.   3.   0.   0.   0.   0.   0.   0.   1.
   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   5.  42.   9.   0.   0.   0.   0.   0.  24.  38.   2.
   0.   0.   0.   0.   0.   1.   0.   0.  32.   6.   0.   0.   0.   0.
   0.  10. 139.  39.   8.   7.  11.  49. 139. 139.   7.   6.   7.  27.
 139. 139. 139.  33.   0.   0.   0.   0.  27.  29.   0.   0.  44.  40.
   1.   0.   0.   0.   0.   2. 139. 139. 139.  39.  12.  10.  11.  42.
   8.  38. 139. 139. 139.  53.  10.   8.   0.   0.   0.   2.  19.   8.
   0.   0.   1.   5.   0.   0.   0.   0.   0.   0.   1.  38.  49.   1.
   0.   0.   0.   0.   0.   7.  38.   5.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   2.
   3.   0.   0.   0.   0.   1.   7.  20.   0.   0.   0.   0.   3.  12.
   8.   3.   0.   0.   0.   0.   1.   1.   0.   0.  36.   3.   0.   0.
   0.   0.   0.  24. 146.  39.   8.   6.   8.  32. 102. 146.  12.   9.
   9.  40. 146. 146. 115.  52.   0.   0.   0.   4.  57.  29.   0.   0.
  39.  24.   0.   0.   0.   0.   0.   3. 146. 146. 124.  36.   8.   7.
   9.  45.  12.  49. 146. 146. 146.  44.  10.  10.   0.   0.   0.  37.
  55.   5.   0.   0.   1.   2.   0.   0.   0.   0.   0.   0.   2.  21.
  16.   3.   0.   0.   0.   0.   0.   3.  19.  29.   2.   0.   0.   0.
   0.   0.   0.   4.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   7.  17.   4.   0.   0.   0.   0.
   0.  41.  28.   1.   0.   0.   0.   0.   0.   5.   0.   0.  38.   5.
   0.   0.   0.   0.   0.   4. 140.  45.   9.   7.   7.  41. 122. 140.
  12.   9.  11.  43. 140. 140. 140.  39.   0.   0.   0.   3.  53.  37.
   1.   0.  37.  22.   0.   0.   0.   0.   0.   1. 140. 140. 140.  31.
   7.   6.   8.  33.  12.  52. 140. 140. 140.  40.   9.   8.   0.   0.
   0.  15.  52.   5.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.
   0.  32.  32.   1.   0.   0.   0.   0.   0.   7.  26.   8.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   1.   5.   1.   0.   0.   0.   0.   2.  35.  41.   0.   0.
   0.   0.   1.  10.  24.   6.   0.   0.   0.   0.   0.   0.   0.   0.
  53.   3.   0.   0.   0.   0.   1.  36. 140.  41.  11.  10.  11.  43.
 140. 140.   8.   7.  10.  47. 140. 140. 136.  39.   0.   0.   0.   4.
  45.  13.   0.   0.  50.   9.   0.   0.   0.   0.   0.   5. 140. 140.
 133.  55.  10.   8.   8.  38.   7.  28. 135. 140. 140.  35.   7.   6.
   0.   0.   0.  23.  36.   3.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   3.  13.   7.   0.   0.   0.   0.   0.   0.  18.  32.
   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.]",19.164062,40.974133
185,[48 76 80 ...  0  0  0],8,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211217 - FlipOff Arancio con scritta (1)/02.png,600,800,3,112220.74,414,284,189,27.0,74.0,172.0,16.0,21.0,45.0,4.0,5.0,7.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999978457,0.0008307170593509039,0.017595585353131164,0.07352938688101718,"[ 36.   0.   0.   0.   0.   0.   0.   6. 195.   0.   0.   0.   0.   0.
   0.  57. 155.   0.   0.   1.   1.   0.   0.  24.   1.   0.   0.  11.
  11.   0.   0.   0.  68.   0.   0.   0.   0.   0.   0.   8. 195.   4.
   0.   0.   0.   0.   0.  55. 153.   4.   1.   2.   2.   0.   0.  14.
   0.   0.   1.   9.  28.   1.   0.   0.  76.   3.   0.   0.   0.   0.
   0.   1. 195.  28.   0.   0.   0.   0.   0.   7. 149.   9.   1.   0.
   1.   0.   0.   2.   0.   0.   0.   1.  27.   4.   0.   0.  54.   3.
   0.   0.   0.   0.   0.   1. 195.  25.   0.   0.   0.   0.   0.   3.
 124.   7.   0.   0.   0.   1.   1.   2.   0.   0.   0.   1.  13.   5.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
   0.   7.  23.   9.   0.   0.   0.   0.   0.  35.  29.   1.   0.   0.
   0.   0.   0.   2.   0.   0.  55.   5.   0.   0.   0.   0.   0.  16.
 141.  46.  10.   9.  11.  51. 141. 141.   8.   8.   9.  39. 141. 141.
 141.  33.   0.   0.   0.   2.  39.  22.   0.   0.  49.  35.   0.   0.
   0.   0.   0.   3. 141. 141. 141.  37.  11.   8.   9.  38.   7.  43.
 120. 141. 141.  39.   8.   6.   0.   0.   0.   8.  43.   3.   0.   0.
   0.   4.   0.   0.   0.   0.   0.   0.   0.  37.  20.   1.   0.   0.
   0.   0.   0.   6.  12.   4.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   2.   2.   0.
   0.   0.   0.   1.   8.  23.   0.   0.   0.   0.   2.   9.   8.   3.
   0.   0.   0.   0.   1.   1.   0.   0.  36.   3.   0.   0.   0.   0.
   0.  26. 146.  38.   8.   7.   9.  37. 112. 146.  10.   8.   8.  38.
 146. 146. 112.  47.   0.   0.   0.   4.  53.  24.   0.   0.  43.  25.
   0.   0.   0.   0.   0.   4. 146. 146. 127.  42.   9.   8.  11.  46.
  11.  44. 139. 146. 146.  47.  11.   9.   0.   0.   0.  33.  52.   4.
   0.   0.   1.   2.   0.   0.   0.   0.   0.   0.   3.  19.  17.   4.
   0.   0.   0.   0.   0.   3.  19.  33.   2.   0.   0.   0.   0.   0.
   0.   4.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   7.  18.   3.   0.   0.   0.   0.   0.  38.
  28.   1.   0.   0.   0.   0.   0.   4.   0.   0.  37.   5.   0.   0.
   0.   0.   0.   4. 140.  42.   8.   6.   7.  43. 134. 140.  11.   8.
   9.  37. 140. 140. 140.  36.   0.   0.   0.   3.  49.  36.   1.   0.
  39.  23.   0.   0.   0.   0.   0.   1. 140. 140. 140.  32.   8.   7.
   9.  36.  11.  50. 140. 140. 140.  45.  10.   9.   0.   0.   0.  12.
  49.   6.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  32.
  35.   1.   0.   0.   0.   0.   0.   7.  28.   8.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   4.   1.   0.   0.   0.   0.   2.  45.  39.   0.   0.   0.   0.
   0.   9.  37.   7.   0.   0.   0.   0.   0.   0.   0.   0.  41.   1.
   0.   0.   0.   0.   0.  35. 139.  38.  11.   9.   9.  38. 139. 139.
  10.   8.  11.  49. 139. 139. 139.  45.   0.   0.   0.   6.  40.   8.
   0.   0.  30.   4.   0.   0.   0.   0.   0.   7. 139. 139. 139.  46.
   8.   7.   7.  41.   9.  33. 139. 139. 139.  33.   7.   7.   0.   0.
   0.  27.  41.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   3.  24.   7.   0.   0.   0.   0.   0.   1.  33.  27.   0.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
   0.   0.   0.   5.   1.   0.   0.   0.   0.   2.  23.  38.   0.   0.
   0.   0.   2.  15.  18.   5.   0.   0.   0.   0.   1.   1.   0.   0.
  51.   4.   0.   0.   0.   0.   0.  33. 144.  45.  11.   9.  11.  42.
 144. 144.  10.   8.  10.  47. 144. 144. 129.  43.   0.   0.   0.   4.
